id,speed
143,14.290391
144,20.73799
145,17.679277
146,18.979193
147,49.194115
148,51.63943
149,48.10399
150,48.2501
151,16.162544
152,13.954173
153,15.359793
154,8.887171
155,21.934143
156,36.193024
157,45.451313
158,42.027542
159,47.154907
160,48.57029
161,50.797478
162,48.509033
163,48.24365
164,46.099453
165,25.374636
166,15.365108
167,18.435051
168,17.374908
169,18.40864
170,12.51869
171,12.289186
172,46.2467
173,47.76897
174,45.200092
175,24.58357
176,16.98066
177,15.490202
178,17.913311
179,11.101117
180,47.433716
181,48.84718
182,49.084583
183,48.512398
184,41.587513
185,19.921856
186,18.072514
187,39.62601
188,29.00769
189,49.256016
190,43.66781
191,44.537346
192,39.951656
193,38.578896
194,35.89276
195,38.58919
196,38.2518
197,43.189255
198,39.405815
199,47.64546
200,44.995296
201,23.093603
202,24.003246
203,19.40649
204,15.640638
205,19.013792
206,39.8913
207,42.455204
208,48.73796
209,48.54735
210,46.40134
211,46.87374
212,24.583363
213,12.375424
214,20.447172
215,23.990679
216,18.99006
217,22.12506
218,44.63766
219,48.021454
220,46.25282
221,46.234394
222,25.99708
223,17.411041
224,10.219808
225,23.714268
226,49.03502
227,48.086365
228,15.955609
229,23.398546
230,20.350306
231,18.593403
232,46.254612
233,48.61971
234,46.197914
235,19.091446
236,24.490519
237,21.898056
238,23.898048
239,41.424164
240,34.58922
241,39.190796
242,49.3356
243,49.085625
244,48.623722
245,48.693836
246,29.498558
247,23.279116
248,20.882238
249,18.90771
250,19.63563
251,34.015873
252,42.18019
253,29.257338
254,34.111877
255,46.74873
256,47.3134
257,46.27116
258,42.963455
259,40.84793
260,38.065136
261,33.268456
262,40.8367
263,42.279274
264,29.992516
265,42.219585
266,47.54117
267,45.37721
268,19.412933
269,21.490292
270,17.625471
271,16.309938
272,19.61032
273,14.068982
274,45.73061
275,47.754124
276,48.06304
277,47.7933
278,28.469204
279,15.284613
280,16.162096
281,24.333206
282,20.33959
283,18.678104
284,13.515303
285,14.085353
286,47.46455
287,47.495384
288,11.070094
289,15.011273
290,16.325132
291,11.774258
292,12.622103
293,28.361113
294,45.980206
295,48.586647
296,47.819458
297,35.646557
298,20.392416
299,34.13842
300,24.542679
301,19.080824
302,25.479445
303,43.601974
304,41.092335
305,50.545864
306,49.347393
307,49.99489
308,47.123787
309,33.386173
310,17.35321
311,8.979682
312,42.6116
313,35.780014
314,38.867767
315,49.872063
316,47.579754
317,38.319202
318,34.24549
319,33.693386
320,42.881332
321,45.808273
322,46.08502
323,45.97211
324,46.014038
325,44.66777
326,45.48549
327,40.20851
328,40.468277
329,36.846577
330,35.472614
331,40.254967
332,41.07593
333,37.44843
334,35.95782
335,42.279465
336,45.990334
337,46.607723
338,14.871581
339,21.600197
340,21.169743
341,24.429438
342,42.991737
343,42.596195
344,48.439632
345,48.05556
346,47.287033
347,16.555605
348,38.46455
349,50.01056
350,48.81219
351,47.739372
352,32.943485
353,16.91591
354,23.816444
355,16.402298
356,16.0046
357,22.430077
358,36.090645
359,44.4808
360,45.154404
361,49.832214
362,17.586012
363,21.493763
364,15.868644
365,16.196049
366,12.596482
367,23.57795
368,42.293777
369,49.162956
370,49.238255
371,48.951958
372,48.39272
373,15.614915
374,18.521433
375,10.173051
376,20.150633
377,30.418488
378,35.08847
379,48.976116
380,31.64969
381,16.417252
382,17.750366
383,25.551384
384,47.953976
385,48.028053
386,47.69477
387,47.08326
388,41.828777
389,41.83595
390,36.346973
391,34.651802
392,49.374027
393,49.99944
394,47.746803
395,17.463316
396,15.810511
397,23.762653
398,22.50902
399,15.424713
400,11.586516
401,36.430622
402,37.66795
403,49.785164
404,47.693687
405,45.69636
406,33.92251
407,15.117163
408,17.868896
409,18.40543
410,17.699907
411,11.657197
412,44.772266
413,39.11404
414,45.667347
415,49.335766
416,48.52283
417,48.086983
418,47.914722
419,32.74782
420,15.251091
421,11.928561
422,44.283222
423,40.281216
424,48.583214
425,48.695423
426,48.133526
427,40.995525
428,28.188843
429,43.077263
430,41.85789
431,47.866447
432,47.552658
433,45.285904
434,23.938599
435,36.120872
436,29.321888
437,25.032743
438,48.718044
439,48.149933
440,48.87313
441,36.51593
442,33.80391
443,35.297302
444,30.697184
445,35.939224
446,32.315727
447,33.645702
448,46.356106
449,45.204086
450,44.99549
451,45.131485
452,46.05942
453,44.7133
454,45.29411
455,43.29698
456,42.718117
457,45.48274
458,48.553196
459,49.288948
460,40.22574
461,27.796339
462,32.43024
463,27.000443
464,31.125067
465,38.460957
466,47.35171
467,48.282497
468,46.82974
469,45.67418
470,24.017862
471,29.91702
472,28.679628
473,25.296522
474,19.154354
475,29.451138
476,48.257168
477,45.85828
478,41.622032
479,28.816832
480,30.250282
481,26.377436
482,28.88545
483,46.291496
484,46.9953
485,46.782837
486,29.45875
487,39.03071
488,28.588274
489,17.163006
490,13.588236
491,36.815838
492,43.294815
493,46.576027
494,47.410793
495,46.18236
496,26.310959
497,32.440926
498,43.711876
499,49.332767
500,49.19389
501,49.220295
502,48.39544
503,47.794964
504,38.892456
505,37.93116
506,32.737103
507,29.452526
508,28.263073
509,46.351494
510,46.260468
511,46.187187
512,44.89085
513,44.950443
514,41.261005
515,40.057346
516,41.139935
517,43.102707
518,47.599636
519,48.25836
520,20.351862
521,23.37709
522,23.027723
523,23.623251
524,14.994886
525,47.180645
526,47.63119
527,47.854553
528,47.447674
529,26.004663
530,21.731276
531,27.564154
532,22.637917
533,19.884768
534,14.546332
535,48.05492
536,26.121874
537,16.59645
538,17.899677
539,18.693302
540,15.713366
541,15.870051
542,46.06276
543,43.91586
544,48.44222
545,45.967903
546,14.029838
547,20.959204
548,21.380114
549,19.46667
550,19.679293
551,41.15656
552,40.199234
553,48.83715
554,48.430412
555,45.295067
556,27.733934
557,16.629787
558,19.256433
559,20.45546
560,15.978333
561,16.436583
562,17.864676
563,18.811901
564,16.219776
565,11.077645
566,46.38433
567,36.50277
568,39.051884
569,50.302006
570,48.83703
571,36.751705
572,45.06489
573,46.0244
574,47.375202
575,48.278263
576,47.01061
577,43.90183
578,42.479244
579,44.39468
580,43.485336
581,37.805233
582,49.57018
583,49.149532
584,16.816046
585,18.328531
586,23.499746
587,24.060408
588,18.917618
589,17.581959
590,19.578503
591,16.254921
592,47.693142
593,48.146008
594,48.49972
595,47.448624
596,45.934113
597,29.738031
598,25.7579
599,21.082224
600,15.504325
601,48.500263
602,47.25137
603,45.53401
604,15.309144
605,18.51588
606,37.697613
607,40.761383
608,49.241566
609,49.679085
610,48.810574
611,46.620426
612,43.468037
613,13.782422
614,21.057701
615,17.036417
616,18.800459
617,20.383404
618,12.025793
619,20.251385
620,38.82643
621,50.79365
622,50.567112
623,49.77599
624,47.32923
625,25.196875
626,20.98654
627,17.783445
628,18.677248
629,11.525924
630,22.211891
631,49.988827
632,48.392616
633,48.460583
634,41.435036
635,28.021006
636,24.892254
637,49.02414
638,49.7083
639,48.626034
640,41.753666
641,43.48324
642,40.694347
643,38.979073
644,38.95483
645,38.97097
646,38.60494
647,47.43312
648,48.324562
649,48.24664
650,47.723198
651,16.980911
652,19.589912
653,11.285689
654,19.281927
655,47.783497
656,48.18745
657,47.633377
658,47.1283
659,47.05702
660,45.47333
661,14.294933
662,23.364685
663,17.323627
664,18.329897
665,19.850523
666,19.856071
667,10.188373
668,43.11249
669,37.916042
670,43.98264
671,47.988796
672,45.474777
673,21.826063
674,16.050636
675,33.50582
676,48.101265
677,47.461895
678,48.128643
679,14.583438
680,23.452541
681,19.964245
682,22.60827
683,17.24921
684,43.13108
685,47.68917
686,47.29329
687,47.040714
688,45.529118
689,25.824358
690,16.173637
691,21.104464
692,15.3607025
693,15.638595
694,48.606087
695,48.178955
696,39.920715
697,25.991674
698,26.395136
699,19.534323
700,16.697346
701,18.480572
702,41.094795
703,46.357716
704,47.749355
705,49.04048
706,47.788834
707,46.1297
708,44.939514
709,38.753292
710,41.21137
711,41.61451
712,41.50203
713,41.344086
714,39.142128
715,45.858692
716,38.796936
717,44.62896
718,48.02327
719,28.301432
720,10.984206
721,10.069138
722,8.6242485
723,42.056828
724,44.78817
725,47.829826
726,46.491497
727,23.788094
728,14.972845
729,16.060076
730,7.9982533
731,44.350716
732,47.52001
733,49.125
734,44.266365
735,11.13034
736,11.999694
737,13.833765
738,12.269269
739,5.764971
740,31.78825
741,41.92681
742,47.36623
743,47.912033
744,48.34498
745,23.725931
746,17.162199
747,21.719036
748,21.23144
749,17.421701
750,17.782368
751,14.213774
752,39.750423
753,48.516396
754,48.74238
755,47.14428
756,46.773342
757,11.636964
758,17.539959
759,15.865754
760,17.428581
761,11.573867
762,22.165865
763,43.80341
764,34.903713
765,40.019154
766,49.296432
767,49.032253
768,41.702957
769,21.335764
770,19.02101
771,20.970835
772,33.062344
773,46.253555
774,46.754574
775,46.153637
776,45.607784
777,46.882812
778,40.560684
779,35.950188
780,47.388138
781,48.153954
782,48.55554
783,15.274565
784,15.688146
785,17.519238
786,13.134086
787,13.134596
788,9.935538
789,22.95499
790,47.45015
791,48.164307
792,46.065445
793,47.78811
794,23.836296
795,21.968857
796,15.812579
797,11.066777
798,22.081997
799,47.557537
800,25.83451
801,13.519108
802,15.842814
803,11.437527
804,13.481538
805,10.859806
806,36.62858
807,42.512653
808,46.882774
809,47.953854
810,47.85784
811,47.277847
812,28.373116
813,12.648991
814,14.976753
815,15.570481
816,17.447157
817,42.065876
818,34.327457
819,49.95855
820,47.908432
821,30.473974
822,30.900724
823,27.50223
824,24.697027
825,24.746284
826,49.64987
827,47.78165
828,36.151783
829,34.151737
830,34.750275
831,36.6934
832,44.331154
833,37.753494
834,48.45857
835,48.41001
836,46.172745
837,43.597267
838,38.488
839,37.165077
840,48.82031
841,48.90367
842,48.301838
843,34.257145
844,26.936935
845,24.48976
846,30.078712
847,40.680714
848,47.672226
849,48.1411
850,48.117336
851,15.863919
852,28.474442
853,29.675371
854,25.060917
855,25.825104
856,24.55702
857,42.854546
858,47.182106
859,47.83457
860,46.752884
861,45.50737
862,19.07913
863,28.58302
864,24.98623
865,20.766409
866,30.315144
867,45.611732
868,41.91705
869,49.422817
870,47.85606
871,28.937223
872,28.719273
873,26.834875
874,46.024853
875,48.073215
876,47.88371
877,48.11308
878,47.347996
879,19.310547
880,11.607866
881,11.987668
882,23.241112
883,46.179985
884,40.755768
885,48.232708
886,48.575058
887,48.063293
888,48.037342
889,47.418118
890,44.016308
891,28.406832
892,26.867493
893,26.027702
894,38.928696
895,47.23326
896,46.270695
897,41.031055
898,45.711067
899,44.984283
900,46.63655
901,48.517754
902,46.357307
903,27.89398
904,15.360271
905,19.303036
906,19.749407
907,19.158182
908,15.428703
909,13.584134
910,33.17307
911,42.9648
912,47.20665
913,46.94655
914,46.304234
915,24.387602
916,21.46381
917,17.987516
918,21.237888
919,15.345632
920,48.726192
921,48.411186
922,47.89836
923,12.5002
924,19.200926
925,16.998386
926,14.0287695
927,18.497887
928,12.504817
929,8.412105
930,19.05407
931,36.617584
932,47.13607
933,48.532276
934,14.4804535
935,20.876122
936,19.028269
937,14.271377
938,11.529721
939,19.08197
940,44.6547
941,48.09665
942,48.423355
943,47.523746
944,47.401375
945,29.642668
946,13.774255
947,25.126175
948,20.880957
949,17.140135
950,42.852997
951,47.819122
952,48.302147
953,46.55005
954,38.398197
955,24.521097
956,25.173456
957,15.864934
958,41.41146
959,36.715046
960,46.131233
961,47.597683
962,48.55933
963,46.502865
964,43.78682
965,43.563282
966,44.54698
967,43.28727
968,43.335434
969,42.594864
970,39.632042
971,39.58391
972,47.11277
973,15.300939
974,17.93632
975,27.832706
976,16.217695
977,15.115428
978,18.862734
979,13.294847
980,11.618723
981,23.130823
982,45.76807
983,48.22722
984,49.258938
985,46.739
986,26.934484
987,16.269611
988,14.26349
989,8.43764
990,35.161835
991,44.928173
992,49.932674
993,47.86089
994,47.392197
995,46.963676
996,29.348194
997,15.319696
998,16.522942
999,23.492989
1000,17.213139
1001,16.198303
1002,15.614046
1003,10.358188
1004,20.450737
1005,44.896
1006,48.550507
1007,47.13284
1008,45.35346
1009,28.858173
1010,16.971184
1011,18.523336
1012,14.02528
1013,11.769598
1014,44.21521
1015,48.743206
1016,47.463757
1017,29.616041
1018,19.141758
1019,27.881292
1020,15.671219
1021,16.412872
1022,8.569739
1023,37.04116
1024,44.99103
1025,37.53121
1026,49.764805
1027,28.982246
1028,21.506569
1029,19.86227
1030,20.477068
1031,18.018745
1032,18.4397
1033,42.241833
1034,39.672077
1035,45.25102
1036,48.230385
1037,47.95858
1038,41.45461
1039,40.90125
1040,42.014038
1041,38.834286
1042,33.53357
1043,37.029022
1044,45.363037
1045,38.686302
1046,37.92845
1047,48.093918
1048,46.750584
1049,47.862675
1050,26.404045
1051,19.072073
1052,17.479145
1053,8.712708
1054,44.66126
1055,48.69393
1056,48.272373
1057,46.52771
1058,44.960567
1059,13.315862
1060,19.367043
1061,19.78785
1062,10.559244
1063,39.981903
1064,47.498726
1065,41.964134
1066,48.94784
1067,47.19503
1068,48.825882
1069,46.92471
1070,46.59691
1071,45.183064
1072,13.407828
1073,15.32744
1074,12.932745
1075,21.540617
1076,36.851192
1077,49.674847
1078,46.189133
1079,12.749276
1080,16.183928
1081,16.295721
1082,14.641138
1083,11.549743
1084,45.61138
1085,40.64998
1086,45.65692
1087,47.327805
1088,18.20963
1089,10.235188
1090,34.08048
1091,35.85299
1092,49.026134
1093,47.925312
1094,47.358562
1095,40.30926
1096,26.13735
1097,19.668968
1098,13.776641
1099,15.798659
1100,15.664492
1101,30.781458
1102,41.994316
1103,37.30192
1104,26.658901
1105,29.509758
1106,47.717056
1107,47.3845
1108,43.099945
1109,43.321793
1110,42.489113
1111,39.414413
1112,37.447197
1113,42.605034
1114,45.351944
1115,47.13631
1116,47.797646
1117,47.7078
1118,27.5808
1119,26.046064
1120,38.20736
1121,39.870667
1122,43.68309
1123,49.52452
1124,47.34682
1125,29.044155
1126,27.319855
1127,28.876366
1128,31.846592
1129,37.505184
1130,44.54582
1131,46.157124
1132,47.15547
1133,45.046658
1134,31.088718
1135,17.641258
1136,21.569447
1137,20.299938
1138,20.946201
1139,16.552958
1140,48.539795
1141,42.049206
1142,47.022682
1143,49.559544
1144,47.39236
1145,29.64517
1146,21.870714
1147,20.004583
1148,45.716946
1149,44.336502
1150,15.188466
1151,22.062613
1152,22.197685
1153,16.5171
1154,18.07711
1155,14.123212
1156,13.630786
1157,23.645998
1158,38.82293
1159,36.056614
1160,46.55731
1161,46.3131
1162,47.91221
1163,47.732933
1164,28.765598
1165,20.432304
1166,23.35739
1167,20.903965
1168,43.784157
1169,46.917473
1170,46.0602
1171,42.860523
1172,38.054073
1173,36.32147
1174,45.298676
1175,48.16715
1176,48.366455
1177,26.709362
1178,14.906792
1179,18.756233
1180,18.506664
1181,20.10548
1182,12.410853
1183,46.291203
1184,42.758503
1185,46.066086
1186,45.81333
1187,44.92349
1188,23.608095
1189,16.165995
1190,14.41978
1191,17.995016
1192,37.98176
1193,47.104027
1194,47.741768
1195,47.5654
1196,46.77086
1197,45.115005
1198,24.752481
1199,41.974964
1200,48.911407
1201,47.755405
1202,42.867954
1203,12.193838
1204,22.39575
1205,16.352219
1206,17.72397
1207,6.7508173
1208,19.148554
1209,32.61456
1210,47.326912
1211,46.01342
1212,21.34654
1213,20.118748
1214,19.300535
1215,17.55305
1216,46.28641
1217,47.942753
1218,48.00057
1219,41.977448
1220,26.752573
1221,25.82293
1222,18.856651
1223,22.653635
1224,24.171988
1225,17.382751
1226,16.052336
1227,38.805622
1228,35.142643
1229,37.88579
1230,47.449932
1231,48.13177
1232,46.754807
1233,39.94237
1234,38.525387
1235,47.6342
1236,14.114883
1237,22.49501
1238,17.912172
1239,12.238773
1240,23.401764
1241,45.256573
1242,41.629036
1243,41.589603
1244,49.824883
1245,47.486008
1246,18.431213
1247,26.581161
1248,26.205793
1249,11.897165
1250,46.02484
1251,49.64722
1252,47.5435
1253,47.49268
1254,25.815464
1255,14.708793
1256,15.2151575
1257,41.66079
1258,48.177517
1259,46.775494
1260,47.210644
1261,45.412025
1262,27.863468
1263,21.935797
1264,17.199026
1265,19.043623
1266,15.8355875
1267,16.23564
1268,22.972164
1269,49.415653
1270,48.6314
1271,49.332375
1272,45.428387
1273,13.4556265
1274,17.183538
1275,18.08795
1276,18.640642
1277,14.716164
1278,22.156067
1279,38.127693
1280,45.617622
1281,37.355972
1282,46.33881
1283,47.332962
1284,46.908096
1285,24.011265
1286,24.206285
1287,22.265718
1288,21.578863
1289,19.253925
1290,36.30382
1291,48.04118
1292,47.01255
1293,43.00126
1294,44.04166
1295,44.26139
1296,44.930145
1297,37.922348
1298,46.762943
1299,46.519764
1300,47.261257
1301,45.696686
1302,23.167114
1303,15.256691
1304,23.763622
1305,48.955177
1306,48.562904
1307,49.516983
1308,49.11896
1309,28.738417
1310,23.225616
1311,29.998594
1312,24.60053
1313,25.393866
1314,15.4308815
1315,26.318357
1316,40.93896
1317,40.927753
1318,43.192486
1319,46.75695
1320,47.472107
1321,45.760998
1322,16.404945
1323,17.58323
1324,20.74563
1325,25.575607
1326,48.650604
1327,18.883402
1328,20.101192
1329,17.880882
1330,18.561306
1331,13.31635
1332,24.234056
1333,39.816273
1334,39.634926
1335,48.128197
1336,46.44338
1337,45.568264
1338,17.92397
1339,21.555254
1340,20.705507
1341,19.762524
1342,49.486427
1343,48.955364
1344,44.77434
1345,28.734468
1346,24.93428
1347,19.44835
1348,18.103878
1349,39.85814
1350,40.803886
1351,38.337727
1352,41.0478
1353,38.198833
1354,41.22834
1355,36.70905
1356,43.623062
1357,37.537453
1358,46.485245
1359,26.719524
1360,27.124136
1361,25.347881
1362,18.780048
1363,14.855842
1364,15.309664
1365,12.3581705
1366,12.842556
1367,39.96132
1368,46.858486
1369,28.284698
1370,30.116789
1371,16.898214
1372,9.565084
1373,36.703117
1374,46.952366
1375,47.778988
1376,48.55867
1377,28.064419
1378,16.80308
1379,42.33359
1380,42.266838
1381,47.360424
1382,18.230175
1383,7.7509913
1384,37.40876
1385,42.87462
1386,40.63367
1387,47.93757
1388,47.83741
1389,46.722057
1390,11.981886
1391,16.503538
1392,19.810171
1393,16.167082
1394,15.660721
1395,11.79422
1396,42.73602
1397,48.417797
1398,47.952995
1399,47.895485
1400,25.430939
1401,27.552036
1402,46.205772
1403,44.833496
1404,45.148376
1405,42.48198
1406,43.66214
1407,44.183365
1408,45.881466
1409,45.63957
1410,40.397423
1411,45.588432
1412,46.213413
1413,46.98826
1414,10.909412
1415,29.385044
1416,40.18435
1417,45.86674
1418,46.135426
1419,46.17598
1420,16.883698
1421,20.38866
1422,18.518232
1423,16.603956
1424,15.89546
1425,11.995321
1426,10.521847
1427,25.754097
1428,42.096977
1429,46.52515
1430,46.7743
1431,45.62676
1432,44.660843
1433,42.94897
1434,17.907955
1435,15.328223
1436,17.432116
1437,19.690224
1438,13.14791
1439,22.17995
1440,38.267097
1441,43.648167
1442,47.71845
1443,46.049374
1444,43.106106
1445,21.8319
1446,16.82081
1447,42.295284
1448,45.593792
1449,44.273228
1450,23.439497
1451,12.530617
1452,13.537618
1453,14.053184
1454,11.832796
1455,38.74733
1456,37.112984
1457,47.774746
1458,47.413708
1459,46.700417
1460,21.087915
1461,15.4992895
1462,22.852978
1463,36.624435
1464,44.954773
1465,46.592422
1466,46.98977
1467,45.001717
1468,42.34133
1469,42.19115
1470,43.379726
1471,41.30009
1472,46.41461
1473,46.016354
1474,11.087843
1475,16.548794
1476,15.856219
1477,11.628406
1478,39.020103
1479,39.725857
1480,46.793167
1481,47.464596
1482,47.906025
1483,24.783752
1484,22.817162
1485,22.82406
1486,21.645424
1487,19.062891
1488,9.407209
1489,11.32379
1490,23.347652
1491,38.713852
1492,45.653717
1493,45.958916
1494,44.570896
1495,40.06515
1496,20.216955
1497,15.249101
1498,18.525776
1499,9.348978
1500,21.101898
1501,37.319187
1502,45.118534
1503,47.634895
1504,47.23792
1505,44.566418
1506,14.8680725
1507,21.072903
1508,22.245768
1509,15.521874
1510,16.19927
1511,12.347191
1512,12.842836
1513,38.315495
1514,45.484238
1515,38.12868
1516,44.377617
1517,20.300858
1518,9.082525
1519,33.486347
1520,35.4663
1521,47.219196
1522,46.251217
1523,25.53186
1524,22.179726
1525,17.951054
1526,18.671684
1527,17.79883
1528,39.120247
1529,30.806862
1530,46.58897
1531,46.80152
1532,39.175423
1533,39.062363
1534,45.641647
1535,44.07838
1536,35.40673
1537,48.500854
1538,47.404457
1539,46.713215
1540,47.615295
1541,49.20386
1542,28.00017
1543,32.04412
1544,32.367043
1545,26.979984
1546,27.77069
1547,40.880264
1548,48.435196
1549,48.97495
1550,47.121506
1551,46.514145
1552,25.143394
1553,20.609669
1554,19.658829
1555,18.15809
1556,12.591761
1557,26.462027
1558,39.443707
1559,48.113186
1560,48.87494
1561,48.265305
1562,48.221478
1563,12.107564
1564,14.975428
1565,11.840186
1566,13.392486
1567,26.280989
1568,45.614563
1569,48.52511
1570,21.328594
1571,22.31781
1572,16.08428
1573,15.285949
1574,15.112754
1575,25.594885
1576,45.6071
1577,41.82256
1578,47.30876
1579,47.216534
1580,45.914238
1581,43.08243
1582,22.21227
1583,14.979873
1584,14.033815
1585,14.283806
1586,36.23203
1587,44.236595
1588,33.346153
1589,35.98982
1590,47.179756
1591,47.46473
1592,46.689674
1593,38.959427
1594,26.866932
1595,19.894772
1596,11.870386
1597,36.59075
1598,43.437267
1599,33.44613
1600,43.990376
1601,44.197086
1602,43.0209
1603,44.232475
1604,35.967834
1605,37.407295
1606,44.030483
1607,40.014584
1608,32.65792
1609,46.46156
1610,45.951046
1611,44.928925
1612,44.447536
1613,18.50308
1614,20.673979
1615,19.834333
1616,18.252748
1617,36.756065
1618,41.894543
1619,46.706123
1620,47.09867
1621,46.3803
1622,45.864407
1623,45.309002
1624,43.545143
1625,23.684946
1626,15.972217
1627,28.20772
1628,25.919704
1629,17.57118
1630,11.942076
1631,47.11126
1632,47.221394
1633,46.27515
1634,46.67572
1635,45.94569
1636,43.816532
1637,11.998072
1638,19.900316
1639,24.936014
1640,16.882359
1641,10.61211
1642,25.160892
1643,38.2172
1644,43.98325
1645,47.104183
1646,47.605362
1647,46.871014
1648,19.820385
1649,14.321589
1650,16.746695
1651,16.214426
1652,10.068968
1653,24.874804
1654,39.61136
1655,37.057896
1656,47.58584
1657,43.88143
1658,11.50889
1659,17.877346
1660,18.607391
1661,14.181281
1662,21.110426
1663,19.860825
1664,18.855125
1665,36.84066
1666,45.572887
1667,38.72115
1668,26.366766
1669,17.721596
1670,19.569904
1671,17.938251
1672,38.071606
1673,33.498493
1674,27.174345
1675,45.670444
1676,47.02959
1677,46.35016
1678,34.11957
1679,44.562073
1680,45.48705
1681,47.86731
1682,48.91622
1683,48.17107
1684,33.244274
1685,28.805063
1686,34.65915
1687,31.431911
1688,32.397385
1689,27.992176
1690,22.703274
1691,30.232828
1692,44.41107
1693,41.905403
1694,47.14627
1695,47.902348
1696,46.477325
1697,12.0649605
1698,21.444155
1699,17.675024
1700,44.58116
1701,46.344536
1702,25.172338
1703,10.151309
1704,12.306324
1705,21.779757
1706,17.126396
1707,11.745627
1708,25.199774
1709,40.9116
1710,44.40247
1711,50.063293
1712,48.0512
1713,45.41177
1714,20.780457
1715,21.672567
1716,17.064867
1717,15.538001
1718,45.169537
1719,44.578705
1720,47.127728
1721,46.57387
1722,43.230793
1723,24.155804
1724,10.329332
1725,15.368179
1726,40.642323
1727,45.003117
1728,48.203373
1729,40.241566
1730,14.008915
1731,11.565771
1732,45.302383
1733,48.314938
1734,48.58646
1735,47.88028
1736,42.09586
1737,39.407677
1738,38.104195
1739,41.450733
1740,47.4955
1741,47.33496
1742,38.476883
1743,44.23305
1744,33.67923
1745,42.91814
1746,9.591865
1747,15.808824
1748,26.97793
1749,41.7227
1750,37.32694
1751,46.302116
1752,48.443565
1753,15.103626
1754,20.21639
1755,20.324709
1756,19.612343
1757,43.878807
1758,47.35044
1759,48.099754
1760,48.074257
1761,47.469234
1762,44.685402
1763,13.314589
1764,16.837938
1765,21.847576
1766,24.706455
1767,48.962
1768,48.22493
1769,48.12599
1770,27.068975
1771,22.396519
1772,18.80789
1773,47.579132
1774,45.610283
1775,45.974136
1776,45.186073
1777,44.582462
1778,7.053019
1779,16.29484
1780,17.946955
1781,16.233755
1782,22.733307
1783,38.238644
1784,41.54159
1785,43.37835
1786,40.54979
1787,30.806662
1788,23.110992
1789,21.865406
1790,22.145628
1791,31.431606
1792,26.394606
1793,21.113895
1794,39.78055
1795,35.293625
1796,36.94056
1797,45.325928
1798,45.431587
1799,45.360672
1800,43.744293
1801,41.60218
1802,43.874893
1803,39.349396
1804,43.322605
1805,41.68508
1806,37.154198
1807,42.82966
1808,42.824352
1809,43.363728
1810,43.84679
1811,42.50935
1812,44.097916
1813,42.427727
1814,16.560041
1815,22.79963
1816,22.843618
1817,15.614202
1818,25.348625
1819,39.64788
1820,41.56697
1821,47.896088
1822,46.650116
1823,17.787899
1824,16.603888
1825,21.089191
1826,17.219439
1827,25.825375
1828,26.946436
1829,45.203705
1830,38.025654
1831,48.973526
1832,45.154583
1833,44.7447
1834,33.580235
1835,15.684681
1836,18.120241
1837,19.055271
1838,21.087456
1839,20.096888
1840,25.96439
1841,36.452312
1842,37.12477
1843,45.16533
1844,19.617224
1845,16.530272
1846,18.750048
1847,10.76269
1848,36.53285
1849,47.516132
1850,46.756905
1851,44.90642
1852,17.468004
1853,21.802206
1854,20.957003
1855,23.194822
1856,21.293703
1857,37.905373
1858,34.507004
1859,49.223583
1860,47.720062
1861,27.405504
1862,28.55785
1863,25.379213
1864,24.327099
1865,48.18512
1866,47.76809
1867,46.401512
1868,42.723965
1869,43.741756
1870,42.17462
1871,42.155098
